MaxTemp,MinTemp,PoorWeather,PRCP,SNF,SND,month_sin,month_cos,day_of_year_sin,day_of_year_cos,STA_target_encoded,Has_Weather_Event
28.88888889,20.55555556,0,0.08,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9926289059345095,0.121193461470736,22.52040718312014,0
31.11111111,22.22222222,0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9903973200352558,0.1382503109109819,22.52040718312014,0
30.55555556,22.22222222,0,0.01,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9878726596350429,0.15526624985999563,22.52040718312014,0
27.77777778,21.11111111,0,0.01,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9850556718215013,0.172236243027682,22.52040718312014,0
30.55555556,21.11111111,0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.981947190186646,0.18915526872004093,22.52040718312014,0
30.0,22.77777778,0,0.01,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9785481345802031,0.20601832032517084,22.52040718312014,0
27.22222222,22.22222222,0,1.01,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9748595108374125,0.22282040779479959,22.52040718312014,0
30.55555556,21.11111111,0,0.01,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9708824104813836,0.23955655912092708,22.52040718312014,0
30.55555556,22.22222222,0,0.01,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9666180104000972,0.2562218218071163,22.52040718312014,0
28.88888889,21.66666667,0,1.58,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9620675724981452,0.27281126433401914,22.52040718312014,0
30.0,22.22222222,0,0.01,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.957232443323312,0.28931997761869527,22.52040718312014,0
30.0,21.66666667,0,0.03,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9521140536681102,0.3057430764672831,22.52040718312014,0
29.44444444,22.22222222,0,0.01,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9467139181463862,0.3220757010206104,22.52040718312014,0
28.88888889,22.22222222,0,0.08,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9410336347451197,0.3383130181923076,22.52040718312014,0
30.0,22.22222222,0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9350748843515574,0.3544502230989869,22.52040718312014,0
30.55555556,22.77777778,0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9288394302558068,0.3704825404820963,22.52040718312014,0
30.55555556,22.22222222,0,0.01,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9223291176290545,0.3864052261209853,22.52040718312014,0
31.11111111,22.22222222,0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9155458729775467,0.40221356823680365,22.52040718312014,0
31.11111111,22.22222222,0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9084917035725082,0.41790288888678667,22.52040718312014,0
31.66666667,22.77777778,0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9011686968561569,0.4334685453485363,22.52040718312014,0
31.11111111,22.22222222,0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.8935790198239952,0.4489059314938798,22.52040718312014,0
32.22222222,21.11111111,0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.8857249183835637,0.4642104791518923,22.52040718312014,0
31.66666667,21.66666667,0,0.02,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.8776087166898392,0.4793776594606945,22.52040718312014,0
30.55555556,20.55555556,1,0.01,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.8692328164574792,0.49440298420761813,22.52040718312014,1
31.11111111,23.33333333,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.8605996962501181,0.5092820071573356,22.52040718312014,0
31.66666667,22.22222222,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.8517119107469189,0.5240103253675756,22.52040718312014,0
31.11111111,22.22222222,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.8425720899866032,0.5385835804920232,22.52040718312014,0
30.55555556,22.77777778,0,0.01,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.8331829385891785,0.5529974600700271,22.52040718312014,0
31.66666667,22.22222222,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.8235472349556007,0.5672476988027229,22.52040718312014,0
32.77777778,22.22222222,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.8136678304455991,0.5813300798152042,22.52040718312014,0
31.66666667,23.33333333,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.8035476485339116,0.5952404359043674,22.52040718312014,0
31.11111111,22.77777778,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.7931896839451843,0.6089746507720486,22.52040718312014,0
31.66666667,22.77777778,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.7825970017677834,0.6225286602431057,22.52040718312014,0
32.77777778,22.77777778,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.7717727365467837,0.6358984534680745,22.52040718312014,0
32.22222222,23.33333333,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.7607200913564104,0.6490800741100398,22.52040718312014,0
32.22222222,22.77777778,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.7494423368521953,0.6620696215153815,22.52040718312014,0
32.22222222,22.77777778,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.7379428103031386,0.6748632518680403,22.52040718312014,0
32.22222222,22.77777778,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.7262249146041543,0.6874571793269664,22.52040718312014,0
32.22222222,22.77777778,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.7142921172691032,0.699847677146407,22.52040718312014,0
32.22222222,22.77777778,0,0.01,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.7021479494046978,0.7120310787787131,22.52040718312014,0
32.77777778,23.33333333,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.6897960046655887,0.7240037789593305,22.52040718312014,0
31.66666667,23.33333333,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.6772399381909491,0.7357622347736527,22.52040718312014,0
31.66666667,22.77777778,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.6644834655228552,0.7473029667054297,22.52040718312014,0
31.66666667,23.33333333,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.6515303615068021,0.75862255966641,22.52040718312014,0
32.22222222,22.77777778,0,0.01,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.6383844591746642,0.769717664006921,22.52040718312014,0
31.66666667,21.11111111,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.6250496486104377,0.7805849965070866,22.52040718312014,0
32.77777778,23.33333333,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.6115298757991053,0.7912213413483807,22.52040718312014,0
32.22222222,23.33333333,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.5978291414589552,0.801623551065242,22.52040718312014,0
33.33333333,23.33333333,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.5839514998576998,0.8117885474764613,22.52040718312014,0
32.22222222,22.22222222,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.5699010576127624,0.821713322596059,22.52040718312014,0
32.77777778,21.66666667,0,0.75,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.5556819724760489,0.8313949395234058,22.52040718312014,0
31.11111111,21.66666667,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.5412984521036173,0.8408305333122887,22.52040718312014,0
32.22222222,22.77777778,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.5267547528105542,0.8500173118187018,22.52040718312014,0
32.77777778,23.33333333,0,0.01,0.0,0.0,-0.5000000000000004,0.8660254037844384,-0.5120551783114646,0.8589525565270845,22.52040718312014,0
32.22222222,22.22222222,0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.4972040784469378,0.8676336233547726,22.52040718312014,0
32.77777778,23.33333333,0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.4822058478963526,0.8760579434344281,22.52040718312014,0
31.66666667,19.44444444,0,0.94,0.0,0.0,-2.4492935982947064e-16,1.0,-0.46706492487743034,0.8842230238742036,22.52040718312014,0
31.11111111,22.22222222,0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.451785789832884,0.8921264484954345,22.52040718312014,0
31.66666667,22.22222222,0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.4363729641045924,0.8997658785476209,22.52040718312014,0
31.66666667,22.22222222,0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.42083100859565564,0.9071390534005044,22.52040718312014,0
31.11111111,21.66666667,0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.4051645224207563,0.9142437912130223,22.52040718312014,0
32.22222222,22.22222222,0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.3893781415452015,0.9210779895789526,22.52040718312014,0
32.77777778,23.88888889,0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.37347653741307074,0.9276396261490467,22.52040718312014,0
32.77777778,20.0,0,0.16,0.0,0.0,-2.4492935982947064e-16,1.0,-0.3574644155648614,0.9339267592294762,22.52040718312014,0
